,geoid_county,rise,U7B001_isolated
1406,22101,9,12702
1407,22101,10,14741
1408,22103,0,0
1409,22103,1,4193
1410,22103,2,7254
1411,22103,3,12285
1412,22103,4,20946
1413,22103,5,35267
1414,22103,6,40850
1415,22103,7,47757
1416,22103,8,57092
1417,22103,9,62876
1418,22103,10,70188
1419,22105,0,0
1420,22105,1,0
1421,22105,2,634
1422,22105,3,1857
1423,22105,4,1973
1424,22105,5,2294
1425,22105,6,3029
1426,22105,7,3392
1427,22105,8,3553
1428,22105,9,3821
1429,22105,10,5919
1430,22109,0,0
1431,22109,1,20250
1432,22109,2,34375
1433,22109,3,47755
1434,22109,4,63578
1435,22109,5,73126
1436,22109,6,80972
1437,22109,7,83720
1438,22109,8,87137
1439,22109,9,83965
1440,22109,10,83455
1441,22113,0,0
1442,22113,1,3425
1443,22113,2,4843
1444,22113,3,6723
1445,22113,4,10661
1446,22113,5,14158
1447,22113,6,18630
1448,22113,7,21971
1449,22113,8,24743
1450,22113,9,27392
1451,22113,10,32881
1452,22121,0,0
1453,22121,1,0
1454,22121,2,36
1455,22121,3,207
1456,22121,4,245
1457,22121,5,245
1458,22121,6,257
1459,22121,7,257
1460,22121,8,1143
1461,22121,9,1204
1462,22121,10,1360
1463,23005,0,0
1464,23005,1,697
1465,23005,2,721
1466,23005,3,1074
1467,23005,4,2806
1468,23005,5,4726
1469,23005,6,6509
1470,23005,7,7920
1471,23005,8,8459
1472,23005,9,9839
1473,23005,10,11784
1474,23009,0,0
1475,23009,1,76
1476,23009,2,166
1477,23009,3,232
1478,23009,4,602
1479,23009,5,1595
1480,23009,6,2548
1481,23009,7,3474
1482,23009,8,4376
1483,23009,9,5216
1484,23009,10,5751
1485,23011,0,0
1486,23011,1,132
1487,23011,2,132
1488,23011,3,0
1489,23011,4,0
1490,23011,5,0
1491,23011,6,0
1492,23011,7,85
1493,23011,8,119
1494,23011,9,119
1495,23011,10,169
1496,23013,0,0
1497,23013,1,376
1498,23013,2,397
1499,23013,3,771
1500,23013,4,743
1501,23013,5,1344
1502,23013,6,2655
1503,23013,7,2816
1504,23013,8,3516
1505,23013,9,3755
1506,23013,10,4657
1507,23015,0,0
1508,23015,1,42
1509,23015,2,85
1510,23015,3,105
1511,23015,4,350
1512,23015,5,503
1513,23015,6,1119
1514,23015,7,1493
1515,23015,8,2025
1516,23015,9,2176
1517,23015,10,2487
1518,23019,0,0
1519,23019,1,12
1520,23019,2,12
1521,23019,3,12
1522,23019,4,12
1523,23019,5,12
1524,23019,6,12
1525,23019,7,68
1526,23019,8,68
1527,23019,9,68
1528,23019,10,174
1529,23023,0,0
1530,23023,1,856
1531,23023,2,1014
1532,23023,3,1586
1533,23023,4,2178
1534,23023,5,2370
1535,23023,6,3048
1536,23023,7,3079
1537,23023,8,3079
1538,23023,9,3151
1539,23023,10,3854
1540,23027,0,0
1541,23027,1,219
1542,23027,2,202
1543,23027,3,380
1544,23027,4,424
1545,23027,5,564
1546,23027,6,594
1547,23027,7,594
1548,23027,8,470
1549,23027,9,480
1550,23027,10,480
1551,23029,0,0
1552,23029,1,626
1553,23029,2,767
1554,23029,3,973
1555,23029,4,1813
1556,23029,5,2419
1557,23029,6,3113
1558,23029,7,3932
1559,23029,8,4208
1560,23029,9,4630
1561,23029,10,5478
1562,23031,0,0
1563,23031,1,761
1564,23031,2,1342
1565,23031,3,1707
1566,23031,4,2429
1567,23031,5,3470
1568,23031,6,4347
1569,23031,7,5476
1570,23031,8,7451
1571,23031,9,8403
1572,23031,10,10248
1573,24003,0,0
1574,24003,1,111
1575,24003,2,771
1576,24003,3,4050
1577,24003,4,8046
1578,24003,5,14378
1579,24003,6,18633
1580,24003,7,23302
1581,24003,8,29156
1582,24003,9,31585
1583,24003,10,37344
1584,24005,0,0
1585,24005,1,469
1586,24005,2,2054
1587,24005,3,5054
1588,24005,4,7247
1589,24005,5,10169
1590,24005,6,12809
1591,24005,7,14998
1592,24005,8,18209
1593,24005,9,23978
1594,24005,10,27934
1595,24009,0,0
1596,24009,1,158
1597,24009,2,430
1598,24009,3,651
1599,24009,4,1556
1600,24009,5,1796
1601,24009,6,3011
1602,24009,7,3528
1603,24009,8,3693
1604,24009,9,4568
1605,24009,10,5134
1606,24011,0,0
1607,24011,1,40
1608,24011,2,73
1609,24011,3,290
1610,24011,4,328
1611,24011,5,387
1612,24011,6,446
1613,24011,7,527
1614,24011,8,553
1615,24011,9,923
1616,24011,10,990
1617,24015,0,0
1618,24015,1,2
1619,24015,2,228
1620,24015,3,257
1621,24015,4,313
1622,24015,5,732
1623,24015,6,1088
1624,24015,7,1627
1625,24015,8,2414
1626,24015,9,2437
1627,24015,10,3228
1628,24017,0,0
1629,24017,1,0
1630,24017,2,42
1631,24017,3,1064
1632,24017,4,1139
1633,24017,5,1240
1634,24017,6,1595
1635,24017,7,1791
1636,24017,8,2249
1637,24017,9,2354
1638,24017,10,3120
1639,24019,0,0
1640,24019,1,2257
1641,24019,2,3407
1642,24019,3,4189
1643,24019,4,5070
1644,24019,5,5473
1645,24019,6,5623
1646,24019,7,5974
1647,24019,8,6254
1648,24019,9,7067
1649,24019,10,7236
1650,24025,0,0
1651,24025,1,0
1652,24025,2,7
1653,24025,3,336
1654,24025,4,336
1655,24025,5,523
1656,24025,6,590
1657,24025,7,590
1658,24025,8,710
1659,24025,9,780
1660,24025,10,3553
1661,24027,0,0
1662,24027,1,0
1663,24027,2,0
1664,24027,3,31
1665,24027,4,31
1666,24027,5,31
1667,24027,6,31
1668,24027,7,31
1669,24027,8,31
1670,24027,9,31
1671,24027,10,31
1672,24029,0,0
1673,24029,1,47
1674,24029,2,332
1675,24029,3,656
1676,24029,4,1234
1677,24029,5,1396
1678,24029,6,2471
1679,24029,7,2589
1680,24029,8,2872
1681,24029,9,3219
1682,24029,10,3429
1683,24031,0,0
1684,24031,1,0
1685,24031,2,0
1686,24031,3,0
1687,24031,4,0
1688,24031,5,0
1689,24031,6,0
1690,24031,7,0
1691,24031,8,0
1692,24031,9,0
1693,24031,10,0
1694,24033,0,0
1695,24033,1,0
1696,24033,2,0
1697,24033,3,20
1698,24033,4,20
1699,24033,5,46
1700,24033,6,232
1701,24033,7,247
1702,24033,8,166
1703,24033,9,339
1704,24033,10,1180
1705,24035,0,0
1706,24035,1,70
1707,24035,2,280
1708,24035,3,1650
1709,24035,4,7874
1710,24035,5,13889
1711,24035,6,14739
1712,24035,7,15291
1713,24035,8,18847
1714,24035,9,20401
1715,24035,10,21497
1716,24037,0,0
1717,24037,1,80
1718,24037,2,642
1719,24037,3,1059
1720,24037,4,2327
1721,24037,5,3281
1722,24037,6,7346
1723,24037,7,8267
1724,24037,8,8829
1725,24037,9,9589
1726,24037,10,10046
1727,24039,0,0
1728,24039,1,4626
1729,24039,2,6998
1730,24039,3,7535
1731,24039,4,8686
1732,24039,5,8772
1733,24039,6,9185
1734,24039,7,9509
1735,24039,8,9564
1736,24039,9,10299
1737,24039,10,10592
1738,24041,0,0
1739,24041,1,770
1740,24041,2,1955
1741,24041,3,3368
1742,24041,4,4399
1743,24041,5,7523
1744,24041,6,9088
1745,24041,7,9682
1746,24041,8,10547
1747,24041,9,10877
1748,24041,10,11290
1749,24045,0,0
1750,24045,1,155
1751,24045,2,871
1752,24045,3,1150
1753,24045,4,1658
1754,24045,5,1949
1755,24045,6,2485
1756,24045,7,2607
1757,24045,8,2687
1758,24045,9,2932
1759,24045,10,3018
1760,24047,0,0
1761,24047,1,633
1762,24047,2,2190
1763,24047,3,6004
1764,24047,4,13163
1765,24047,5,18494
1766,24047,6,20499
1767,24047,7,22779
1768,24047,8,23481
1769,24047,9,26204
1770,24047,10,27257
1771,24510,0,0
1772,24510,1,0
1773,24510,2,0
1774,24510,3,389
1775,24510,4,2667
1776,24510,5,3268
1777,24510,6,4403
1778,24510,7,6643
1779,24510,8,7147
1780,24510,9,8729
1781,24510,10,9306
1782,25001,0,0
1783,25001,1,1666
1784,25001,2,2932
1785,25001,3,6711
1786,25001,4,11922
1787,25001,5,17115
1788,25001,6,21432
1789,25001,7,25324
1790,25001,8,29058
1791,25001,9,34535
1792,25001,10,39921
1793,25005,0,0
1794,25005,1,725
1795,25005,2,1049
1796,25005,3,2199
1797,25005,4,3197
1798,25005,5,7835
1799,25005,6,10971
1800,25005,7,17760
1801,25005,8,20447
1802,25005,9,22817
1803,25005,10,27306
1804,25007,0,0
1805,25007,1,103
1806,25007,2,218
1807,25007,3,347
1808,25007,4,561
1809,25007,5,605
1810,25007,6,888
1811,25007,7,1148
1812,25007,8,1548
1813,25007,9,1609
1814,25007,10,1884
1815,25009,0,0
1816,25009,1,1065
1817,25009,2,3296
1818,25009,3,11177
1819,25009,4,18690
1820,25009,5,25271
1821,25009,6,31458
1822,25009,7,38036
1823,25009,8,44493
1824,25009,9,49446
1825,25009,10,54694
1826,25017,0,0
1827,25017,1,3699
1828,25017,2,10596
1829,25017,3,17299
1830,25017,4,36710
1831,25017,5,64503
1832,25017,6,83724
1833,25017,7,99115
1834,25017,8,114038
1835,25017,9,122948
1836,25017,10,132283
1837,25019,0,0
1838,25019,1,5
1839,25019,2,119
1840,25019,3,313
1841,25019,4,325
1842,25019,5,431
1843,25019,6,501
1844,25019,7,702
1845,25019,8,973
1846,25019,9,1093
1847,25019,10,1167
1848,25021,0,0
1849,25021,1,1051
1850,25021,2,2686
1851,25021,3,7173
1852,25021,4,14044
1853,25021,5,18560
1854,25021,6,22215
1855,25021,7,25297
1856,25021,8,29526
1857,25021,9,32998
1858,25021,10,33853
1859,25023,0,0
1860,25023,1,2038
1861,25023,2,3077
1862,25023,3,8268
1863,25023,4,15878
1864,25023,5,24050
1865,25023,6,26941
1866,25023,7,30991
1867,25023,8,35192
1868,25023,9,40400
1869,25023,10,44791
1870,25025,0,0
1871,25025,1,6217
1872,25025,2,10843
1873,25025,3,22234
1874,25025,4,45417
1875,25025,5,91032
1876,25025,6,152414
1877,25025,7,179857
1878,25025,8,197127
1879,25025,9,214436
1880,25025,10,227162
1881,33015,0,0
1882,33015,1,285
1883,33015,2,1269
1884,33015,3,2472
1885,33015,4,5767
1886,33015,5,7476
1887,33015,6,9453
1888,33015,7,10873
1889,33015,8,11006
1890,33015,9,11740
1891,33015,10,12935
1892,33017,0,0
1893,33017,1,353
1894,33017,2,353
1895,33017,3,353
1896,33017,4,353
1897,33017,5,353
1898,33017,6,623
1899,33017,7,796
1900,33017,8,796
1901,33017,9,1394
1902,33017,10,1341
1903,34001,0,0
1904,34001,1,2369
1905,34001,2,11388
1906,34001,3,33003
1907,34001,4,48781
1908,34001,5,57539
1909,34001,6,67908
1910,34001,7,73534
1911,34001,8,75604
1912,34001,9,78714
1913,34001,10,78855
1914,34003,0,0
1915,34003,1,3052
1916,34003,2,9760
1917,34003,3,18797
1918,34003,4,22617
1919,34003,5,26494
1920,34003,6,36098
1921,34003,7,40645
1922,34003,8,48021
1923,34003,9,51025
1924,34003,10,55680
1925,34005,0,0
1926,34005,1,504
1927,34005,2,1503
1928,34005,3,3561
1929,34005,4,5491
1930,34005,5,12168
1931,34005,6,14459
1932,34005,7,16728
1933,34005,8,18788
1934,34005,9,21468
1935,34005,10,24462
1936,34007,0,0
1937,34007,1,1588
1938,34007,2,2399
1939,34007,3,3129
1940,34007,4,5370
1941,34007,5,9189
1942,34007,6,14022
1943,34007,7,17005
1944,34007,8,22807
1945,34007,9,27819
1946,34007,10,31999
1947,34009,0,0
1948,34009,1,2057
1949,34009,2,5572
1950,34009,3,14760
1951,34009,4,21891
1952,34009,5,32272
1953,34009,6,36796
1954,34009,7,38972
1955,34009,8,42474
1956,34009,9,43102
1957,34009,10,47833
1958,34011,0,0
1959,34011,1,1573
1960,34011,2,1951
1961,34011,3,2539
1962,34011,4,3624
1963,34011,5,7536
1964,34011,6,8146
1965,34011,7,8743
1966,34011,8,9083
1967,34011,9,9142
1968,34011,10,9769
1969,34013,0,0
1970,34013,1,0
1971,34013,2,0
1972,34013,3,366
1973,34013,4,5658
1974,34013,5,9689
1975,34013,6,19198
1976,34013,7,21020
1977,34013,8,24199
1978,34013,9,27285
1979,34013,10,31331
1980,34015,0,0
1981,34015,1,2049
1982,34015,2,2005
1983,34015,3,2729
1984,34015,4,4346
1985,34015,5,5569
1986,34015,6,9001
1987,34015,7,9459
1988,34015,8,11730
1989,34015,9,13332
1990,34015,10,14549
1991,34017,0,0
1992,34017,1,4386
1993,34017,2,17764
1994,34017,3,31651
1995,34017,4,50970
1996,34017,5,69946
1997,34017,6,91999
1998,34017,7,115635
1999,34017,8,116786
2000,34017,9,126386
2001,34017,10,136813
2002,34021,0,0
2003,34021,1,32
2004,34021,2,32
2005,34021,3,32
2006,34021,4,32
2007,34021,5,32
2008,34021,6,32
2009,34021,7,32
2010,34021,8,32
2011,34021,9,32
2012,34021,10,32
2013,34023,0,0
2014,34023,1,131
2015,34023,2,422
2016,34023,3,421
2017,34023,4,1012
2018,34023,5,7183
2019,34023,6,11380
2020,34023,7,14821
2021,34023,8,17090
2022,34023,9,20659
2023,34023,10,23693
2024,34025,0,0
2025,34025,1,1426
2026,34025,2,8105
2027,34025,3,19658
2028,34025,4,26221
2029,34025,5,33809
2030,34025,6,40801
2031,34025,7,45225
2032,34025,8,52392
2033,34025,9,62380
2034,34025,10,71931
2035,34029,0,0
2036,34029,1,1290
2037,34029,2,9748
2038,34029,3,31898
2039,34029,4,51092
2040,34029,5,56817
2041,34029,6,67204
2042,34029,7,80107
2043,34029,8,87825
2044,34029,9,93169
2045,34029,10,102978
2046,34031,0,0
2047,34031,1,14
2048,34031,2,14
2049,34031,3,14
2050,34031,4,14
2051,34031,5,14
2052,34031,6,14
2053,34031,7,73
2054,34031,8,73
2055,34031,9,581
2056,34031,10,831
2057,34033,0,0
2058,34033,1,5234
2059,34033,2,8069
2060,34033,3,11295
2061,34033,4,12993
2062,34033,5,17175
2063,34033,6,21639
2064,34033,7,23742
2065,34033,8,25047
2066,34033,9,26281
2067,34033,10,27443
2068,34035,0,0
2069,34035,1,0
2070,34035,2,0
2071,34035,3,0
2072,34035,4,0
2073,34035,5,0
2074,34035,6,0
2075,34035,7,0
2076,34035,8,0
2077,34035,9,0
2078,34035,10,0
2079,34039,0,0
2080,34039,1,0
2081,34039,2,0
2082,34039,3,346
2083,34039,4,1190
2084,34039,5,3884
2085,34039,6,4536
2086,34039,7,8168
2087,34039,8,10149
2088,34039,9,12288
2089,34039,10,14837
2090,36001,0,0
2091,36001,1,0
2092,36001,2,0
2093,36001,3,0
2094,36001,4,0
2095,36001,5,0
2096,36001,6,14
2097,36001,7,14
2098,36001,8,14
2099,36001,9,14
2100,36001,10,17
2101,36005,0,0
2102,36005,1,156
2103,36005,2,49
2104,36005,3,524
2105,36005,4,2882
2106,36005,5,4978
2107,36005,6,6071
2108,36005,7,8249
2109,36005,8,15074
2110,36005,9,16920
2111,36005,10,27779
2112,36021,0,0
2113,36021,1,2
2114,36021,2,2
2115,36021,3,9
2116,36021,4,9
2117,36021,5,69
2118,36021,6,83
2119,36021,7,125
2120,36021,8,125
2121,36021,9,125
2122,36021,10,125
2123,36027,0,0
2124,36027,1,0
2125,36027,2,61
2126,36027,3,260
2127,36027,4,309
2128,36027,5,309
2129,36027,6,516
2130,36027,7,813
2131,36027,8,1267
2132,36027,9,1267
2133,36027,10,1159
2134,36039,0,0
2135,36039,1,24
2136,36039,2,13
2137,36039,3,97
2138,36039,4,87
2139,36039,5,194
2140,36039,6,217
2141,36039,7,294
2142,36039,8,368
2143,36039,9,523
2144,36039,10,488
2145,36047,0,0
2146,36047,1,268
2147,36047,2,268
2148,36047,3,2684
2149,36047,4,27897
2150,36047,5,61364
2151,36047,6,96429
2152,36047,7,143364
2153,36047,8,197531
2154,36047,9,240245
2155,36047,10,258740
2156,36059,0,0
2157,36059,1,28
2158,36059,2,20097
2159,36059,3,48641
2160,36059,4,89003
2161,36059,5,119121
2162,36059,6,147717
2163,36059,7,160875
2164,36059,8,171812
2165,36059,9,182577
2166,36059,10,194057
2167,36061,0,0
2168,36061,1,454
2169,36061,2,837
2170,36061,3,2327
2171,36061,4,11089
2172,36061,5,41145
2173,36061,6,68891
2174,36061,7,93120
2175,36061,8,114219
2176,36061,9,135628
2177,36061,10,149266
2178,36071,0,0
2179,36071,1,0
2180,36071,2,0
2181,36071,3,28
2182,36071,4,28
2183,36071,5,33
2184,36071,6,38
2185,36071,7,70
2186,36071,8,196
2187,36071,9,245
2188,36071,10,413
2189,36079,0,0
2190,36079,1,0
2191,36079,2,17
2192,36079,3,17
2193,36079,4,72
2194,36079,5,72
2195,36079,6,235
2196,36079,7,256
2197,36079,8,489
2198,36079,9,489
2199,36079,10,567
2200,36081,0,0
2201,36081,1,240
2202,36081,2,2215
2203,36081,3,17528
2204,36081,4,46493
2205,36081,5,65465
2206,36081,6,76200
2207,36081,7,100598
2208,36081,8,126700
2209,36081,9,140739
2210,36081,10,156595
2211,36083,0,0
2212,36083,1,38
2213,36083,2,38
2214,36083,3,38
2215,36083,4,42
2216,36083,5,42
2217,36083,6,54
2218,36083,7,54
2219,36083,8,64
2220,36083,9,68
2221,36083,10,142
2222,36085,0,0
2223,36085,1,1894
2224,36085,2,4709
2225,36085,3,6298
2226,36085,4,8639
2227,36085,5,15470
2228,36085,6,19819
2229,36085,7,22969
2230,36085,8,27098
2231,36085,9,32944
2232,36085,10,34113
2233,36087,0,0
2234,36087,1,59
2235,36087,2,217
2236,36087,3,342
2237,36087,4,1164
2238,36087,5,1307
2239,36087,6,1678
2240,36087,7,1835
2241,36087,8,1897
2242,36087,9,2117
2243,36087,10,2929
2244,36103,0,0
2245,36103,1,2325
2246,36103,2,9993
2247,36103,3,27356
2248,36103,4,44090
2249,36103,5,55310
2250,36103,6,68872
2251,36103,7,78599
2252,36103,8,90588
2253,36103,9,107338
2254,36103,10,119967
2255,36111,0,0
2256,36111,1,0
2257,36111,2,72
2258,36111,3,271
2259,36111,4,426
2260,36111,5,976
2261,36111,6,1165
2262,36111,7,1178
2263,36111,8,1277
2264,36111,9,1177
2265,36111,10,1199
2266,36119,0,0
2267,36119,1,245
2268,36119,2,283
2269,36119,3,1614
2270,36119,4,3239
2271,36119,5,4193
2272,36119,6,7329
2273,36119,7,8484
2274,36119,8,9845
2275,36119,9,12426
2276,36119,10,15023
2277,37013,0,0
2278,37013,1,842
2279,37013,2,2836
2280,37013,3,4474
2281,37013,4,5087
2282,37013,5,6375
2283,37013,6,8496
2284,37013,7,10294
2285,37013,8,11957
2286,37013,9,15537
2287,37013,10,17619
2288,37015,0,0
2289,37015,1,21
2290,37015,2,23
2291,37015,3,109
2292,37015,4,239
2293,37015,5,237
2294,37015,6,237
2295,37015,7,463
2296,37015,8,463
2297,37015,9,632
2298,37015,10,687
2299,37017,0,0
2300,37017,1,0
2301,37017,2,0
2302,37017,3,0
2303,37017,4,0
2304,37017,5,0
2305,37017,6,9
2306,37017,7,9
2307,37017,8,9
2308,37017,9,22
2309,37017,10,22
2310,37019,0,0
2311,37019,1,693
2312,37019,2,1759
2313,37019,3,2065
2314,37019,4,4461
2315,37019,5,6574
2316,37019,6,8879
2317,37019,7,10137
2318,37019,8,12846
2319,37019,9,14242
2320,37019,10,15866
2321,37029,0,0
2322,37029,1,688
2323,37029,2,1140
2324,37029,3,5083
2325,37029,4,5782
2326,37029,5,7498
2327,37029,6,8600
2328,37029,7,8655
2329,37031,0,0
2330,37031,1,1239
2331,37031,2,4393
2332,37031,3,11548
2333,37031,4,15006
2334,37031,5,18806
2335,37031,6,21152
2336,37031,7,23124
2337,37031,8,28750
2338,37031,9,29481
2339,37031,10,33086
2340,37041,0,0
2341,37041,1,0
2342,37041,2,13
2343,37041,3,69
2344,37041,4,99
2345,37041,5,496
2346,37041,6,559
2347,37041,7,2399
2348,37041,8,3419
2349,37041,9,3548
2350,37041,10,3678
2351,37047,0,0
2352,37047,1,0
2353,37047,2,0
2354,37047,3,0
2355,37047,4,0
2356,37047,5,0
2357,37047,6,4
2358,37047,7,4
2359,37047,8,4
2360,37047,9,4
2361,37047,10,4
2362,37049,0,0
2363,37049,1,81
2364,37049,2,177
2365,37049,3,773
2366,37049,4,3270
2367,37049,5,6082
2368,37049,6,9172
2369,37049,7,12111
2370,37049,8,16269
2371,37049,9,22611
2372,37049,10,25710
2373,37053,0,0
2374,37053,1,516
2375,37053,2,1235
2376,37053,3,3577
2377,37053,4,7987
2378,37053,5,9668
2379,37053,6,13310
2380,37053,7,18726
2381,37053,8,20524
2382,37053,9,23323
2383,37053,10,25796
2384,37055,0,0
2385,37055,1,504
2386,37055,2,3790
2387,37055,3,12492
2388,37055,4,15614
2389,37055,5,16640
2390,37055,6,22272
2391,37055,7,24769
2392,37055,8,29397
2393,37055,9,32656
2394,37055,10,35060
2395,37061,0,0
2396,37061,1,0
2397,37061,2,0
2398,37061,3,0
2399,37061,4,0
2400,37061,5,0
2401,37061,6,0
2402,37061,7,0
2403,37061,8,0
2404,37061,9,0
2405,37061,10,0
2406,37073,0,0
2407,37073,1,65
2408,37073,2,171
2409,37073,3,163
2410,37073,4,248
2411,37073,5,205
2412,37073,6,310
2413,37073,7,377
2414,37073,8,377
2415,37073,9,377
2416,37073,10,389
2417,37079,0,0
2418,37079,1,0
2419,37079,2,0
2420,37079,3,0
2421,37079,4,0
2422,37079,5,0
2423,37079,6,0
2424,37079,7,0
2425,37079,8,0
2426,37079,9,0
2427,37079,10,0
2428,37091,0,0
2429,37091,1,0
2430,37091,2,78
2431,37091,3,78
2432,37091,4,78
2433,37091,5,78
2434,37091,6,92
2435,37091,7,92
2436,37091,8,178
2437,37091,9,178
2438,37091,10,178
2439,37095,0,0
2440,37095,1,827
2441,37095,2,3450
2442,37095,3,4305
2443,37095,4,4364
2444,37095,5,4469
2445,37095,6,4481
2446,37095,7,4474
2447,37095,8,4474
2448,37095,9,4481
2449,37095,10,4481
2450,37103,0,0
2451,37103,1,0
2452,37103,2,0
2453,37103,3,0
2454,37103,4,26
2455,37103,5,165
2456,37103,6,165
2457,37103,7,164
2458,37103,8,277
2459,37103,9,623
2460,37103,10,725
2461,37107,0,0
2462,37107,1,0
2463,37107,2,0
2464,37107,3,0
2465,37107,4,0
2466,37107,5,0
2467,37107,6,0
2468,37107,7,0
2469,37107,8,0
2470,37107,9,0
2471,37107,10,0
2472,37117,0,0
2473,37117,1,0
2474,37117,2,24
2475,37117,3,147
2476,37117,4,170
2477,37117,5,237
2478,37117,6,229
2479,37117,7,247
2480,37117,8,265
2481,37117,9,346
2482,37117,10,675
2483,37129,0,0
2484,37129,1,170
2485,37129,2,1940
2486,37129,3,4402
2487,37129,4,8268
2488,37129,5,12311
2489,37129,6,14593
2490,37129,7,21564
2491,37129,8,24375
2492,37129,9,27295
2493,37129,10,32303
2494,37131,0,0
2495,37131,1,0
2496,37131,2,0
2497,37131,3,0
2498,37131,4,0
2499,37131,5,0
2500,37131,6,0
2501,37131,7,0
2502,37131,8,0
2503,37131,9,0
2504,37131,10,0
2505,37133,0,0
2506,37133,1,440
2507,37133,2,1101
2508,37133,3,1373
2509,37133,4,2281
2510,37133,5,2568
2511,37133,6,3053
2512,37133,7,4282
2513,37133,8,7828
2514,37133,9,9139
2515,37133,10,11450
2516,37137,0,0
2517,37137,1,453
2518,37137,2,504
2519,37137,3,2243
2520,37137,4,2744
2521,37137,5,3669
2522,37137,6,4699
2523,37137,7,4947
2524,37137,8,6025
2525,37137,9,6256
2526,37137,10,6580
2527,37139,0,0
2528,37139,1,227
2529,37139,2,1901
2530,37139,3,5107
2531,37139,4,6944
2532,37139,5,9654
2533,37139,6,12916
2534,37139,7,19287
2535,37139,8,25317
2536,37139,9,30123
2537,37139,10,33708
2538,37141,0,0
2539,37141,1,69
2540,37141,2,893
2541,37141,3,1822
2542,37141,4,2576
2543,37141,5,4323
2544,37141,6,4365
2545,37141,7,4818
2546,37141,8,6544
2547,37141,9,7726
2548,37141,10,8976
2549,37143,0,0
2550,37143,1,56
2551,37143,2,269
2552,37143,3,932
2553,37143,4,1223
2554,37143,5,2545
2555,37143,6,3565
2556,37143,7,5391
2557,37143,8,5501
2558,37143,9,6998
2559,37143,10,8610
2560,37147,0,0
2561,37147,1,14
2562,37147,2,14
2563,37147,3,14
2564,37147,4,14
2565,37147,5,148
2566,37147,6,481
2567,37147,7,498
2568,37147,8,559
2569,37147,9,559
2570,37147,10,1530
2571,37155,0,0
2572,37155,1,0
2573,37155,2,0
2574,37155,3,0
2575,37155,4,0
2576,37155,5,0
2577,37155,6,0
2578,37155,7,0
2579,37155,8,0
2580,37155,9,0
2581,37155,10,0
2582,37163,0,0
2583,37163,1,0
2584,37163,2,0
2585,37163,3,0
2586,37163,4,0
2587,37163,5,0
2588,37163,6,0
2589,37163,7,0
2590,37163,8,0
2591,37163,9,0
2592,37163,10,0
2593,37177,0,0
2594,37177,1,455
2595,37177,2,2175
2596,37177,3,2678
2597,37177,4,2767
2598,37177,5,2896
2599,37177,6,2919
2600,37177,7,3045
2601,37177,8,3212
2602,37177,9,3212
2603,37177,10,3212
2604,37187,0,0
2605,37187,1,53
2606,37187,2,234
2607,37187,3,500
2608,37187,4,726
2609,37187,5,1115
2610,37187,6,1491
2611,37187,7,2121
2612,37187,8,2948
2613,37187,9,4029
2614,37187,10,4588
2615,41005,0,0
2616,41005,1,0
2617,41005,2,0
2618,41005,3,0
2619,41005,4,0
2620,41005,5,0
2621,41005,6,0
2622,41005,7,0
2623,41005,8,0
2624,41005,9,0
2625,41005,10,0
2626,41007,0,0
2627,41007,1,3206
2628,41007,2,4323
2629,41007,3,4538
2630,41007,4,4520
2631,41007,5,6200
2632,41007,6,7078
2633,41007,7,11626
2634,41007,8,13620
2635,41007,9,16630
2636,41007,10,17836
2637,41009,0,0
2638,41009,1,543
2639,41009,2,686
2640,41009,3,787
2641,41009,4,842
2642,41009,5,895
2643,41009,6,1071
2644,41009,7,1684
2645,41009,8,1537
2646,41009,9,3205
2647,41009,10,3915
2648,41011,0,0
2649,41011,1,2095
2650,41011,2,3933
2651,41011,3,4039
2652,41011,4,5880
2653,41011,5,6889
2654,41011,6,7412
2655,41011,7,8076
2656,41011,8,8740
2657,41011,9,9096
2658,41011,10,9724
2659,41015,0,0
2660,41015,1,40
2661,41015,2,40
2662,41015,3,40
2663,41015,4,40
2664,41015,5,60
2665,41015,6,60
2666,41015,7,60
2667,41015,8,60
2668,41015,9,60
2669,41015,10,167
2670,41019,0,0
2671,41019,1,313
2672,41019,2,480
2673,41019,3,520
2674,41019,4,1153
2675,41019,5,1664
2676,41019,6,1749
2677,41019,7,2100
2678,41019,8,2121
2679,41019,9,2259
2680,41019,10,2532
2681,41039,0,0
2682,41039,1,286
2683,41039,2,317
2684,41039,3,329
2685,41039,4,470
2686,41039,5,470
2687,41039,6,486
2688,41039,7,633
2689,41039,8,726
2690,41039,9,781
2691,41039,10,950
2692,41041,0,0
2693,41041,1,536
2694,41041,2,613
2695,41041,3,1203
2696,41041,4,2955
2697,41041,5,4073
2698,41041,6,5037
2699,41041,7,6010
2700,41041,8,6189
2701,41041,9,6567
2702,41041,10,7402
2703,41051,0,0
2704,41051,1,15
2705,41051,2,690
2706,41051,3,708
2707,41051,4,708
2708,41051,5,651
2709,41051,6,1308
2710,41051,7,1308
2711,41051,8,1157
2712,41051,9,1418
2713,41051,10,1663
2714,41057,0,0
2715,41057,1,611
2716,41057,2,851
2717,41057,3,1092
2718,41057,4,1634
2719,41057,5,2117
2720,41057,6,2319
2721,41057,7,3152
2722,41057,8,3603
2723,41057,9,3923
2724,41057,10,5261
2725,42017,0,0
2726,42017,1,52
2727,42017,2,144
2728,42017,3,302
2729,42017,4,214
2730,42017,5,1679
2731,42017,6,2194
2732,42017,7,2339
